Possibility,BeginActor,FacingActor,EndActor,IntermediateStops,Question,Answer,Options
442,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,"You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the couch. You have reached the final destination.",D,"['A. Turn Left, Turn Left', 'B. Turn Back, Turn Left', 'C. Turn Back, Turn Right', 'D. Turn Left, Turn Right']"
443,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,"You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Right', 'B. Turn Back, Turn Left', 'C. Turn Back, Turn Right', 'D. Turn Left, Turn Back']"
444,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,"You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the couch. You have reached the final destination.",B,"['A. Turn Left, Turn Left', 'B. Turn Left, Turn Right', 'C. Turn Back, Turn Back', 'D. Turn Back, Turn Right']"
445,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,"You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the heater. 3. [please fill in] 4. Go forward until the couch. You have reached the final destination.",D,"['A. Turn Right, Turn Right', 'B. Turn Left, Turn Back', 'C. Turn Right, Turn Left', 'D. Turn Left, Turn Right']"
446,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right', 'B. Turn Back, Turn Left, Turn Back', 'C. Turn Right, Turn Left, Turn Left', 'D. Turn Left, Turn Back, Turn Back']"
447,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the sidetable. 5. [please fill in] 6. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Right, Turn Left', 'B. Turn Back, Turn Back, Turn Right', 'C. Turn Left, Turn Right, Turn Right', 'D. Turn Right, Turn Left, Turn Left']"
448,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the suitcase. 3. [please fill in] 4. Go forward until the heater. 5. [please fill in] 6. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Right', 'B. Turn Right, Turn Right, Turn Back', 'C. Turn Left, Turn Right, Turn Back', 'D. Turn Back, Turn Right, Turn Left']"
449,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the sidetable. 7. [please fill in] 8. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Back, Turn Left', 'B. Turn Right, Turn Back, Turn Left, Turn Right', 'C. Turn Back, Turn Back, Turn Back, Turn Right', 'D. Turn Back, Turn Right, Turn Right, Turn Back']"
450,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. You have reached the final destination.",D,"['A. Turn Left, Turn Back, Turn Right, Turn Left', 'B. Turn Left, Turn Left, Turn Right, Turn Back', 'C. Turn Left, Turn Right, Turn Right, Turn Right', 'D. Turn Left, Turn Left, Turn Right, Turn Right']"
451,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the sidetable. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the couch. You have reached the final destination.",D,"['A. Turn Right, Turn Right, Turn Left, Turn Left', 'B. Turn Right, Turn Left, Turn Back, Turn Left', 'C. Turn Right, Turn Left, Turn Left, Turn Back', 'D. Turn Left, Turn Right, Turn Left, Turn Right']"
452,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the sidetable. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Right, Turn Left, Turn Right', 'B. Turn Left, Turn Left, Turn Right, Turn Left', 'C. Turn Left, Turn Back, Turn Back, Turn Left', 'D. Turn Right, Turn Back, Turn Back, Turn Back']"
453,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the suitcase. 5. [please fill in] 6. Go forward until the heater. 7. [please fill in] 8. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Right, Turn Left, Turn Right', 'B. Turn Back, Turn Right, Turn Left, Turn Back', 'C. Turn Back, Turn Left, Turn Right, Turn Left', 'D. Turn Right, Turn Left, Turn Back, Turn Right']"
454,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the sidetable. 7. [please fill in] 8. Go forward until the suitcase. 9. [please fill in] 10. Go forward until the couch. You have reached the final destination.",D,"['A. Turn Right, Turn Left, Turn Right, Turn Back, Turn Back', 'B. Turn Back, Turn Right, Turn Right, Turn Left, Turn Back', 'C. Turn Left, Turn Back, Turn Left, Turn Right, Turn Back', 'D. Turn Left, Turn Left, Turn Back, Turn Left, Turn Right']"
455,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the sidetable. 7. [please fill in] 8. Go forward until the heater. 9. [please fill in] 10. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Left, Turn Back, Turn Left, Turn Right', 'B. Turn Right, Turn Back, Turn Right, Turn Back, Turn Left', 'C. Turn Back, Turn Left, Turn Back, Turn Left, Turn Right', 'D. Turn Right, Turn Right, Turn Right, Turn Back, Turn Left']"
456,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,"BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V, BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V","You are a robot beginning at the crate facing the bed. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the plant. 5. [please fill in] 6. Go forward until the suitcase. 7. [please fill in] 8. Go forward until the heater. 9. [please fill in] 10. Go forward until the couch. You have reached the final destination.",B,"['A. Turn Left, Turn Left, Turn Right, Turn Right, Turn Left', 'B. Turn Left, Turn Left, Turn Right, Turn Left, Turn Right', 'C. Turn Left, Turn Left, Turn Back, Turn Back, Turn Right', 'D. Turn Right, Turn Back, Turn Right, Turn Back, Turn Back']"
457,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the couch. You have reached the final destination.",B,"['A. Turn Back', 'B. Turn Left', 'C. Turn Right']"
458,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the backpack. 3. [please fill in] 4. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Right', 'B. Turn Left, Turn Left', 'C. Turn Right, Turn Left', 'D. Turn Back, Turn Left']"
459,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the plant. 3. [please fill in] 4. Go forward until the couch. You have reached the final destination.",A,"['A. Turn Left, Turn Right', 'B. Turn Left, Turn Left', 'C. Turn Right, Turn Back', 'D. Turn Left, Turn Back']"
460,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_005V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,"You are a robot beginning at the crate facing the sidetable. You want to navigate to the couch. You will perform the following actions (Note: for each [please fill in], choose either 'turn back,' 'turn left,' or 'turn right.'): 1. [please fill in] 2. Go forward until the sidetable. 3. [please fill in] 4. Go forward until the couch. You have reached the final destination.",D,"['A. Turn Right, Turn Left', 'B. Turn Right, Turn Back', 'C. Turn Left, Turn Back', 'D. Turn Left, Turn Right']"
