Possibility,PrimaryObject,OptionObject1,OptionObject2,OptionObject3,OptionObject4,Distance1,Distance2,Distance3,Distance4,Question,Answer,Options
269,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.83,1.05,2.44,7.78,"Measuring from the closest point of each object, which of these objects (plant, heater, sidetable, or table) is the closest to the paper bag?",C,"['A. plant', 'B. heater', 'C. sidetable', 'D. table']"
270,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,1.05,1.38,2.44,7.78,"Measuring from the closest point of each object, which of these objects (plant, heater, table, or suitcase) is the closest to the paper bag?",A,"['A. plant', 'B. heater', 'C. table', 'D. suitcase']"
271,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.83,1.38,2.44,7.78,"Measuring from the closest point of each object, which of these objects (heater, suitcase, sidetable, or table) is the closest to the paper bag?",C,"['A. heater', 'B. suitcase', 'C. sidetable', 'D. table']"
272,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.83,1.05,1.38,7.78,"Measuring from the closest point of each object, which of these objects (plant, suitcase, table, or sidetable) is the closest to the paper bag?",D,"['A. plant', 'B. suitcase', 'C. table', 'D. sidetable']"
273,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.56,0.95,1.91,6.88,"Measuring from the closest point of each object, which of these objects (basket, table, couch, or backpack) is the closest to the plant?",D,"['A. basket', 'B. table', 'C. couch', 'D. backpack']"
274,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,0.56,0.81,1.05,1.91,"Measuring from the closest point of each object, which of these objects (bed, couch, backpack, or paper bag) is the closest to the plant?",C,"['A. bed', 'B. couch', 'C. backpack', 'D. paper bag']"
275,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.56,0.81,1.91,6.88,"Measuring from the closest point of each object, which of these objects (table, bed, couch, or backpack) is the closest to the plant?",D,"['A. table', 'B. bed', 'C. couch', 'D. backpack']"
276,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.56,0.81,1.05,6.88,"Measuring from the closest point of each object, which of these objects (backpack, paper bag, table, or bed) is the closest to the plant?",A,"['A. backpack', 'B. paper bag', 'C. table', 'D. bed']"
277,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.56,0.93,1.91,6.88,"Measuring from the closest point of each object, which of these objects (couch, crate, table, or backpack) is the closest to the plant?",D,"['A. couch', 'B. crate', 'C. table', 'D. backpack']"
278,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.56,1.05,1.91,6.88,"Measuring from the closest point of each object, which of these objects (table, backpack, couch, or paper bag) is the closest to the plant?",B,"['A. table', 'B. backpack', 'C. couch', 'D. paper bag']"
279,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.69,0.95,1.91,6.88,"Measuring from the closest point of each object, which of these objects (basket, heater, couch, or table) is the closest to the plant?",B,"['A. basket', 'B. heater', 'C. couch', 'D. table']"
280,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.81,1.05,1.91,6.88,"Measuring from the closest point of each object, which of these objects (bed, table, couch, or paper bag) is the closest to the plant?",A,"['A. bed', 'B. table', 'C. couch', 'D. paper bag']"
281,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.69,0.93,1.91,6.88,"Measuring from the closest point of each object, which of these objects (table, crate, couch, or heater) is the closest to the plant?",D,"['A. table', 'B. crate', 'C. couch', 'D. heater']"
282,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.69,1.05,1.91,6.88,"Measuring from the closest point of each object, which of these objects (paper bag, heater, couch, or table) is the closest to the plant?",B,"['A. paper bag', 'B. heater', 'C. couch', 'D. table']"
283,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,0.69,0.97,1.97,2.34,"Measuring from the closest point of each object, which of these objects (bed, plant, crate, or backpack) is the closest to the heater?",B,"['A. bed', 'B. plant', 'C. crate', 'D. backpack']"
284,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,0.74,0.97,1.97,2.34,"Measuring from the closest point of each object, which of these objects (backpack, crate, bed, or suitcase) is the closest to the heater?",D,"['A. backpack', 'B. crate', 'C. bed', 'D. suitcase']"
285,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.97,1.97,2.34,7.14,"Measuring from the closest point of each object, which of these objects (backpack, table, bed, or crate) is the closest to the heater?",C,"['A. backpack', 'B. table', 'C. bed', 'D. crate']"
286,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,0.69,0.97,1.97,2.44,"Measuring from the closest point of each object, which of these objects (backpack, bed, plant, or paper bag) is the closest to the heater?",C,"['A. backpack', 'B. bed', 'C. plant', 'D. paper bag']"
287,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,0.74,0.97,1.97,2.44,"Measuring from the closest point of each object, which of these objects (backpack, suitcase, bed, or paper bag) is the closest to the heater?",B,"['A. backpack', 'B. suitcase', 'C. bed', 'D. paper bag']"
288,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.97,1.97,2.44,7.14,"Measuring from the closest point of each object, which of these objects (table, backpack, bed, or paper bag) is the closest to the heater?",C,"['A. table', 'B. backpack', 'C. bed', 'D. paper bag']"
289,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.69,0.97,1.97,7.14,"Measuring from the closest point of each object, which of these objects (table, plant, bed, or backpack) is the closest to the heater?",B,"['A. table', 'B. plant', 'C. bed', 'D. backpack']"
290,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.74,0.97,1.97,7.14,"Measuring from the closest point of each object, which of these objects (suitcase, backpack, bed, or table) is the closest to the heater?",A,"['A. suitcase', 'B. backpack', 'C. bed', 'D. table']"
291,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,0.69,1.05,1.97,2.34,"Measuring from the closest point of each object, which of these objects (sidetable, plant, crate, or backpack) is the closest to the heater?",B,"['A. sidetable', 'B. plant', 'C. crate', 'D. backpack']"
292,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.69,1.97,2.34,7.14,"Measuring from the closest point of each object, which of these objects (backpack, plant, table, or crate) is the closest to the heater?",B,"['A. backpack', 'B. plant', 'C. table', 'D. crate']"
293,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,0.74,1.05,1.97,2.34,"Measuring from the closest point of each object, which of these objects (backpack, crate, suitcase, or sidetable) is the closest to the heater?",C,"['A. backpack', 'B. crate', 'C. suitcase', 'D. sidetable']"
294,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,1.05,1.97,2.34,7.14,"Measuring from the closest point of each object, which of these objects (sidetable, crate, backpack, or table) is the closest to the heater?",A,"['A. sidetable', 'B. crate', 'C. backpack', 'D. table']"
295,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.74,1.97,2.34,7.14,"Measuring from the closest point of each object, which of these objects (crate, suitcase, backpack, or table) is the closest to the heater?",B,"['A. crate', 'B. suitcase', 'C. backpack', 'D. table']"
296,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,0.69,1.05,1.97,2.44,"Measuring from the closest point of each object, which of these objects (backpack, paper bag, plant, or sidetable) is the closest to the heater?",C,"['A. backpack', 'B. paper bag', 'C. plant', 'D. sidetable']"
297,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.69,1.97,2.44,7.14,"Measuring from the closest point of each object, which of these objects (table, plant, backpack, or paper bag) is the closest to the heater?",B,"['A. table', 'B. plant', 'C. backpack', 'D. paper bag']"
298,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,0.74,1.05,1.97,2.44,"Measuring from the closest point of each object, which of these objects (suitcase, sidetable, backpack, or paper bag) is the closest to the heater?",A,"['A. suitcase', 'B. sidetable', 'C. backpack', 'D. paper bag']"
299,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,1.05,1.97,2.44,7.14,"Measuring from the closest point of each object, which of these objects (backpack, table, sidetable, or paper bag) is the closest to the heater?",C,"['A. backpack', 'B. table', 'C. sidetable', 'D. paper bag']"
300,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.74,1.97,2.44,7.14,"Measuring from the closest point of each object, which of these objects (backpack, paper bag, table, or suitcase) is the closest to the heater?",D,"['A. backpack', 'B. paper bag', 'C. table', 'D. suitcase']"
301,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.69,1.05,1.97,7.14,"Measuring from the closest point of each object, which of these objects (plant, sidetable, table, or backpack) is the closest to the heater?",A,"['A. plant', 'B. sidetable', 'C. table', 'D. backpack']"
302,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Kitchen_table_rectangle,0.74,1.05,1.97,7.14,"Measuring from the closest point of each object, which of these objects (suitcase, sidetable, backpack, or table) is the closest to the heater?",A,"['A. suitcase', 'B. sidetable', 'C. backpack', 'D. table']"
303,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Crate_002V,0.97,1.93,2.11,2.34,"Measuring from the closest point of each object, which of these objects (couch, bed, crate, or basket) is the closest to the heater?",B,"['A. couch', 'B. bed', 'C. crate', 'D. basket']"
304,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_PaperBag_001V,0.97,1.93,2.11,2.44,"Measuring from the closest point of each object, which of these objects (bed, basket, paper bag, or couch) is the closest to the heater?",A,"['A. bed', 'B. basket', 'C. paper bag', 'D. couch']"
