Possibility,standing_at,standing_at_x,standing_at_y,facing_at,facing_at_x,facing_at_y,locate_at,locate_at_x,locate_at_y,QuadrantNumber,QuestionHard,AnswerHard,OptionsHard,QuestionMedium,AnswerMedium,OptionsMedium,QuestionEasy,AnswerEasy,OptionsEasy
1894,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,4.923690000000001,-8.07944,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,3.8747,0.15503,quadrant III,"If I am standing by the shoesrack and facing the chair, is the suitcase to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. front-left', 'B. front-right', 'C. back-right', 'D. back-left']",,,[],,,[]
1895,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,4.923690000000001,-8.07944,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,4.51286,-2.66381,quadrant II,,,[],"If I am standing by the shoesrack and facing the chair, is the night stand to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. right', 'B. back', 'C. left']","If I am standing by the shoesrack and facing the chair, is the night stand to the left or the right of the shoesrack?",B,"['A. right', 'B. left']"
1896,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_002V,4.923690000000001,-8.07944,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,6.0961300000000005,-0.53833,quadrant III,"If I am standing by the shoesrack and facing the chair, is the bed to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-right', 'B. back-left', 'C. front-left', 'D. back-right']",,,[],"If I am standing by the shoesrack and facing the chair, is the bed to the left or the right of the shoesrack?",A,"['A. left', 'B. right']"
1897,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_StandingLamp_001V,5.62633,-8.32524,quadrant IV,"If I am standing by the shoesrack and facing the basket, is the standing lamp to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-right', 'B. back-right', 'C. front-left', 'D. back-left']",,,[],,,[]
1898,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,4.52135,-2.0553299999999997,quadrant I,"If I am standing by the shoesrack and facing the basket, is the heater to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. back-right', 'B. front-left', 'C. front-right', 'D. back-left']","If I am standing by the shoesrack and facing the basket, is the heater to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. left', 'B. right', 'C. back']","If I am standing by the shoesrack and facing the basket, is the heater to the left or the right of the shoesrack?",A,"['A. right', 'B. left']"
1899,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,6.378730000000001,-5.8190800000000005,quadrant IV,"If I am standing by the shoesrack and facing the basket, is the chair to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. back-left', 'B. front-right', 'C. back-right', 'D. front-left']",,,[],"If I am standing by the shoesrack and facing the basket, is the chair to the left or the right of the shoesrack?",A,"['A. right', 'B. left']"
1900,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,6.60568,-8.10946,quadrant IV,"If I am standing by the shoesrack and facing the basket, is the couch to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-right', 'B. back-right', 'C. front-left', 'D. back-left']",,,[],,,[]
1901,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_001V,3.22637,-4.29052,quadrant III,,,[],"If I am standing by the shoesrack and facing the basket, is the heater to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. right', 'B. left', 'C. back']",,,[]
1902,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,quadrant IV,,,[],"If I am standing by the shoesrack and facing the basket, is the fan to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. back', 'B. right', 'C. left']",,,[]
1903,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,quadrant I,,,[],"If I am standing by the shoesrack and facing the basket, is the backpack to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. right', 'B. back', 'C. left']","If I am standing by the shoesrack and facing the basket, is the backpack to the left or the right of the shoesrack?",B,"['A. left', 'B. right']"
1904,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,3.43212,-8.03917,quadrant IV,,,[],"If I am standing by the shoesrack and facing the basket, is the sidetable to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. left', 'B. right', 'C. back']",,,[]
1905,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,quadrant I,"If I am standing by the shoesrack and facing the basket, is the couch to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. back-right', 'B. front-right', 'C. front-left', 'D. back-left']",,,[],,,[]
1906,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,4.53044,-3.3994299999999997,quadrant IV,,,[],,,[],"If I am standing by the shoesrack and facing the basket, is the plant to the left or the right of the shoesrack?",B,"['A. left', 'B. right']"
1907,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,6.0961300000000005,-0.53833,quadrant I,"If I am standing by the shoesrack and facing the basket, is the bed to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. back-left', 'B. back-right', 'C. front-left', 'D. front-right']","If I am standing by the shoesrack and facing the basket, is the bed to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. left', 'B. right', 'C. back']","If I am standing by the shoesrack and facing the basket, is the bed to the left or the right of the shoesrack?",A,"['A. right', 'B. left']"
1908,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Heater_002V,4.52135,-2.0553299999999997,quadrant III,"If I am standing by the shoesrack and facing the fan, is the heater to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",C,"['A. front-left', 'B. back-right', 'C. back-left', 'D. front-right']",,,[],"If I am standing by the shoesrack and facing the fan, is the heater to the left or the right of the shoesrack?",B,"['A. right', 'B. left']"
1909,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,6.378730000000001,-5.8190800000000005,quadrant II,"If I am standing by the shoesrack and facing the fan, is the chair to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",B,"['A. front-right', 'B. front-left', 'C. back-right', 'D. back-left']","If I am standing by the shoesrack and facing the fan, is the chair to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",C,"['A. right', 'B. back', 'C. left']","If I am standing by the shoesrack and facing the fan, is the chair to the left or the right of the shoesrack?",B,"['A. right', 'B. left']"
1910,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_002V,6.60568,-8.10946,quadrant II,"If I am standing by the shoesrack and facing the fan, is the couch to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. back-left', 'B. back-right', 'C. front-right', 'D. front-left']",,,[],,,[]
1911,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Basket_002V,3.3368400000000005,0.13185,quadrant III,,,[],"If I am standing by the shoesrack and facing the fan, is the basket to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. right', 'B. back', 'C. left']",,,[]
1912,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,5.02841,-2.67855,quadrant III,,,[],"If I am standing by the shoesrack and facing the fan, is the backpack to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. right', 'B. left', 'C. back']","If I am standing by the shoesrack and facing the fan, is the backpack to the left or the right of the shoesrack?",A,"['A. left', 'B. right']"
1913,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,4.69525,-0.09054,quadrant III,"If I am standing by the shoesrack and facing the fan, is the couch to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",A,"['A. back-left', 'B. front-left', 'C. front-right', 'D. back-right']",,,[],,,[]
1914,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,4.53044,-3.3994299999999997,quadrant II,"If I am standing by the shoesrack and facing the fan, is the plant to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",D,"['A. front-right', 'B. back-left', 'C. back-right', 'D. front-left']","If I am standing by the shoesrack and facing the fan, is the plant to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",A,"['A. left', 'B. back', 'C. right']","If I am standing by the shoesrack and facing the fan, is the plant to the left or the right of the shoesrack?",B,"['A. right', 'B. left']"
1915,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,3.89058,-1.19485,quadrant III,"If I am standing by the shoesrack and facing the fan, is the bedstool to my front-left, front-right, back-left, or back-right? The directions refer to the quadrants of a Cartesian plane (if I am standing at the origin and facing along the positive y-axis).",A,"['A. back-left', 'B. front-left', 'C. back-right', 'D. front-right']",,,[],,,[]
1916,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,3.33315,-3.0196699999999996,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Fan_001V,3.948,-8.30827,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,4.51286,-2.66381,quadrant III,,,[],"If I am standing by the shoesrack and facing the fan, is the night stand to my left, right, or back? An object is to my back if I would have to turn at least 135 degrees in order to face it.",B,"['A. back', 'B. left', 'C. right']","If I am standing by the shoesrack and facing the fan, is the night stand to the left or the right of the shoesrack?",A,"['A. left', 'B. right']"
