Possibility,Actor1,Actor2,Actor3,Actor4,Actor1_FirstFrame,Actor2_FirstFrame,Actor3_FirstFrame,Actor4_FirstFrame,Question,Answer,Options
874,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,65,223,245,"What will be the first-time appearance order of the following categories in the video: plant, chair, night stand, backpack?",C,"['A. night stand, chair, plant, backpack', 'B. night stand, backpack, plant, chair', 'C. chair, backpack, plant, night stand', 'D. plant, backpack, chair, night stand']"
875,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,65,223,273,"What will be the first-time appearance order of the following categories in the video: backpack, plant, bed, chair?",B,"['A. bed, chair, plant, backpack', 'B. chair, backpack, plant, bed', 'C. chair, bed, plant, backpack', 'D. chair, backpack, bed, plant']"
876,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,65,225,245,"What will be the first-time appearance order of the following categories in the video: backpack, bedstool, night stand, chair?",A,"['A. chair, backpack, bedstool, night stand', 'B. bedstool, backpack, chair, night stand', 'C. night stand, chair, backpack, bedstool', 'D. night stand, bedstool, chair, backpack']"
877,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,65,225,273,"What will be the first-time appearance order of the following categories in the video: backpack, chair, bedstool, bed?",D,"['A. chair, bedstool, bed, backpack', 'B. bedstool, backpack, bed, chair', 'C. bedstool, bed, chair, backpack', 'D. chair, backpack, bedstool, bed']"
878,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,65,234,245,"What will be the first-time appearance order of the following categories in the video: night stand, suitcase, backpack, chair?",A,"['A. chair, backpack, suitcase, night stand', 'B. chair, suitcase, backpack, night stand', 'C. backpack, chair, night stand, suitcase', 'D. suitcase, backpack, chair, night stand']"
879,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,65,234,273,"What will be the first-time appearance order of the following categories in the video: chair, bed, suitcase, backpack?",D,"['A. bed, backpack, chair, suitcase', 'B. backpack, suitcase, bed, chair', 'C. bed, chair, backpack, suitcase', 'D. chair, backpack, suitcase, bed']"
880,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Backpack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,65,245,273,"What will be the first-time appearance order of the following categories in the video: night stand, backpack, bed, chair?",A,"['A. chair, backpack, night stand, bed', 'B. bed, chair, backpack, night stand', 'C. bed, night stand, chair, backpack', 'D. backpack, night stand, chair, bed']"
881,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,0,68,152,208,"What will be the first-time appearance order of the following categories in the video: couch, chair, sidetable, coatrack?",A,"['A. chair, sidetable, couch, coatrack', 'B. couch, sidetable, chair, coatrack', 'C. sidetable, coatrack, chair, couch', 'D. sidetable, chair, coatrack, couch']"
882,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,0,68,152,210,"What will be the first-time appearance order of the following categories in the video: sidetable, couch, chair, window?",A,"['A. chair, sidetable, couch, window', 'B. couch, sidetable, window, chair', 'C. sidetable, chair, window, couch', 'D. chair, couch, sidetable, window']"
883,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,0,68,152,211,"What will be the first-time appearance order of the following categories in the video: shoesrack, sidetable, chair, couch?",A,"['A. chair, sidetable, couch, shoesrack', 'B. shoesrack, chair, sidetable, couch', 'C. sidetable, couch, shoesrack, chair', 'D. chair, couch, shoesrack, sidetable']"
884,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,68,152,223,"What will be the first-time appearance order of the following categories in the video: couch, sidetable, chair, plant?",B,"['A. couch, sidetable, chair, plant', 'B. chair, sidetable, couch, plant', 'C. plant, chair, sidetable, couch', 'D. chair, couch, sidetable, plant']"
885,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,68,152,225,"What will be the first-time appearance order of the following categories in the video: bedstool, chair, sidetable, couch?",D,"['A. chair, bedstool, couch, sidetable', 'B. couch, sidetable, bedstool, chair', 'C. chair, couch, sidetable, bedstool', 'D. chair, sidetable, couch, bedstool']"
886,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,68,152,234,"What will be the first-time appearance order of the following categories in the video: chair, suitcase, couch, sidetable?",A,"['A. chair, sidetable, couch, suitcase', 'B. suitcase, chair, sidetable, couch', 'C. couch, chair, sidetable, suitcase', 'D. chair, sidetable, suitcase, couch']"
887,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,68,152,245,"What will be the first-time appearance order of the following categories in the video: night stand, sidetable, couch, chair?",B,"['A. sidetable, couch, chair, night stand', 'B. chair, sidetable, couch, night stand', 'C. sidetable, night stand, couch, chair', 'D. couch, sidetable, night stand, chair']"
888,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Couch_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,68,152,273,"What will be the first-time appearance order of the following categories in the video: couch, sidetable, bed, chair?",A,"['A. chair, sidetable, couch, bed', 'B. chair, sidetable, bed, couch', 'C. couch, sidetable, bed, chair', 'D. bed, couch, sidetable, chair']"
889,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,68,208,223,"What will be the first-time appearance order of the following categories in the video: coatrack, plant, sidetable, chair?",B,"['A. plant, coatrack, chair, sidetable', 'B. chair, sidetable, coatrack, plant', 'C. chair, plant, sidetable, coatrack', 'D. sidetable, plant, chair, coatrack']"
890,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,68,208,225,"What will be the first-time appearance order of the following categories in the video: coatrack, chair, bedstool, sidetable?",C,"['A. coatrack, sidetable, bedstool, chair', 'B. bedstool, coatrack, chair, sidetable', 'C. chair, sidetable, coatrack, bedstool', 'D. coatrack, chair, sidetable, bedstool']"
891,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,68,208,234,"What will be the first-time appearance order of the following categories in the video: sidetable, chair, suitcase, coatrack?",C,"['A. sidetable, coatrack, suitcase, chair', 'B. sidetable, coatrack, chair, suitcase', 'C. chair, sidetable, coatrack, suitcase', 'D. coatrack, sidetable, suitcase, chair']"
892,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,68,208,245,"What will be the first-time appearance order of the following categories in the video: sidetable, night stand, coatrack, chair?",A,"['A. chair, sidetable, coatrack, night stand', 'B. sidetable, chair, coatrack, night stand', 'C. night stand, coatrack, chair, sidetable', 'D. coatrack, sidetable, chair, night stand']"
893,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Coatrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,68,208,273,"What will be the first-time appearance order of the following categories in the video: sidetable, bed, chair, coatrack?",B,"['A. coatrack, bed, chair, sidetable', 'B. chair, sidetable, coatrack, bed', 'C. sidetable, coatrack, chair, bed', 'D. bed, coatrack, sidetable, chair']"
894,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,68,210,223,"What will be the first-time appearance order of the following categories in the video: plant, window, chair, sidetable?",B,"['A. sidetable, plant, window, chair', 'B. chair, sidetable, window, plant', 'C. plant, sidetable, chair, window', 'D. chair, window, plant, sidetable']"
895,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,68,210,225,"What will be the first-time appearance order of the following categories in the video: window, bedstool, sidetable, chair?",C,"['A. bedstool, window, chair, sidetable', 'B. bedstool, sidetable, chair, window', 'C. chair, sidetable, window, bedstool', 'D. sidetable, bedstool, window, chair']"
896,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,68,210,234,"What will be the first-time appearance order of the following categories in the video: sidetable, chair, window, suitcase?",B,"['A. suitcase, sidetable, chair, window', 'B. chair, sidetable, window, suitcase', 'C. suitcase, sidetable, window, chair', 'D. window, sidetable, suitcase, chair']"
897,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,68,210,245,"What will be the first-time appearance order of the following categories in the video: sidetable, night stand, chair, window?",C,"['A. chair, sidetable, night stand, window', 'B. window, chair, night stand, sidetable', 'C. chair, sidetable, window, night stand', 'D. sidetable, night stand, window, chair']"
898,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_General_Window_003V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,68,210,273,"What will be the first-time appearance order of the following categories in the video: sidetable, bed, window, chair?",B,"['A. chair, bed, window, sidetable', 'B. chair, sidetable, window, bed', 'C. sidetable, chair, bed, window', 'D. sidetable, chair, window, bed']"
899,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,0,68,211,223,"What will be the first-time appearance order of the following categories in the video: plant, chair, shoesrack, sidetable?",B,"['A. sidetable, chair, shoesrack, plant', 'B. chair, sidetable, shoesrack, plant', 'C. shoesrack, sidetable, plant, chair', 'D. shoesrack, plant, chair, sidetable']"
900,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bedstool_001V,0,68,211,225,"What will be the first-time appearance order of the following categories in the video: sidetable, chair, shoesrack, bedstool?",C,"['A. bedstool, sidetable, chair, shoesrack', 'B. chair, sidetable, bedstool, shoesrack', 'C. chair, sidetable, shoesrack, bedstool', 'D. chair, bedstool, shoesrack, sidetable']"
901,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,68,211,234,"What will be the first-time appearance order of the following categories in the video: shoesrack, suitcase, chair, sidetable?",A,"['A. chair, sidetable, shoesrack, suitcase', 'B. shoesrack, suitcase, chair, sidetable', 'C. suitcase, chair, shoesrack, sidetable', 'D. suitcase, sidetable, shoesrack, chair']"
902,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,68,211,245,"What will be the first-time appearance order of the following categories in the video: shoesrack, chair, sidetable, night stand?",A,"['A. chair, sidetable, shoesrack, night stand', 'B. night stand, chair, shoesrack, sidetable', 'C. shoesrack, sidetable, chair, night stand', 'D. sidetable, night stand, chair, shoesrack']"
903,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Shoesrack_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,68,211,273,"What will be the first-time appearance order of the following categories in the video: shoesrack, sidetable, bed, chair?",A,"['A. chair, sidetable, shoesrack, bed', 'B. bed, chair, sidetable, shoesrack', 'C. sidetable, chair, bed, shoesrack', 'D. chair, shoesrack, bed, sidetable']"
904,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Suitcase_001V,0,68,223,234,"What will be the first-time appearance order of the following categories in the video: chair, sidetable, suitcase, plant?",B,"['A. suitcase, plant, sidetable, chair', 'B. chair, sidetable, plant, suitcase', 'C. suitcase, chair, plant, sidetable', 'D. plant, sidetable, suitcase, chair']"
905,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_NightStand_002V,0,68,223,245,"What will be the first-time appearance order of the following categories in the video: sidetable, night stand, plant, chair?",C,"['A. chair, plant, night stand, sidetable', 'B. night stand, chair, plant, sidetable', 'C. chair, sidetable, plant, night stand', 'D. night stand, sidetable, plant, chair']"
906,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Chair_001V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Sidetable_006V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_TargetActor_Plant_002V,BP_pipeline_C_UAID_18C04D8F75B69C7302_2034457391_SM_Bedroom_Bed_001V,0,68,223,273,"What will be the first-time appearance order of the following categories in the video: bed, chair, sidetable, plant?",D,"['A. plant, sidetable, bed, chair', 'B. sidetable, chair, bed, plant', 'C. plant, bed, sidetable, chair', 'D. chair, sidetable, plant, bed']"
